concept_id,variety_id,orth,source_type,source_id,source_gloss,source_level,file,sheet,row,source_note,fallback_from
right,puy_ks,tarawalran,excel,14-10,右邊,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,511,,
left,puy_ks,tarawiri,excel,14-11,左邊,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,512,,
water,puy_ks,danum,excel,21-02,水,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,601,,
salt,puy_ks,ʼateri,excel,21-07,鹽,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,606,,
egg,puy_ks,vucinun,excel,21-09,蛋,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,608,,
white,puy_ks,vulreciʼ,excel,22-01,白色,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,626,,
black,puy_ks,ʼudeʼudem,excel,22-02,黑色,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,627,,
red,puy_ks,dangdarang,excel,22-03,紅色,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,628,,
yellow,puy_ks,malulu’,excel,22-05,黃色的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,630,,
green,puy_ks,remaʼat,excel,22-08,綠色,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,633,,
give,puy_ks,veray,excel,25-07,給;贈,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,663,,
come,puy_ks,duwa,excel,25-08,來,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,664,,
walk,puy_ks,kawang,excel,25-10,走路,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,666,,
fly,puy_ks,muvii,excel,25-12,飛,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,668,,
fall,puy_ks,mucerah,excel,25-26,掉落,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,682,,
sit,puy_ks,kemayan,excel,25-43,坐著,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,699,,
stand,puy_ks,matikedir,excel,25-44,站著,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,700,,
sit,puy_ks,kayan,excel,26-03,坐下,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,712,,
hit,puy_ks,tenged,excel,26-08,打(人),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,717,,
stab,puy_ks,tusuk,excel,26-09,刺,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,718,’ilrus 矛,
push,puy_ks,semukun,excel,26-13,推,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,722,,
scratch,puy_ks,pahacer,excel,26-18,抓癢,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,727,,
lie,puy_ks,i’edeng,excel,26-20,躺,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,729,,
blow,puy_ks,iyup,excel,26-28,吹,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,737,,
dig,puy_ks,keruc,excel,26-29,挖;掘,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,738,,
cut,puy_ks,keteket,excel,26-30,切,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,739,,
swim,puy_ks,pakulima,excel,26-31,游泳,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,740,,
split,puy_ks,pisa’,excel,26-37,剖半;劈柴,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,746,,
tie,puy_ks,vetevet,excel,26-38,綁住,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,747,,
pull,puy_ks,kedeng,excel,26-39,拉,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,748,,
split,puy_ks,cekav,excel,26-40,劈(木材),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,749,,
hold,puy_ks,kilrakilr,excel,26-42,提著,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,751,,
hold,puy_ks,dikes,excel,26-43,拿著;摸著,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,752,,
tie,puy_ks,vetu’,excel,26-44,綁;束,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,753,,
scratch,puy_ks,pahacel,excel,26-56,搔癢,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,765,,
rub,puy_ks,lrucelruc,excel,26-85,揉搓(衣物),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,794,,
lie,puy_ks,kidir,excel,26-88,側臥,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,797,,
fight,puy_ks,li’us,excel,26-96,打架;吵架,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,805,marekaselru 吵架/maliʼus打架,
squeeze,puy_ks,’ec’ec,excel,26-97,擠,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,806,,
pull,puy_ks,kedeng,excel,26-99,拉;牽,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,808,kedeng拉/kulu牽,
dig,puy_ks,keruc,excel,26-100,挖掘,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,809,,
stand,puy_ks,katikedir,excel,26-105,起立,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,814,,
eat,puy_ks,ekan,excel,27-01,吃,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,816,,
suck,puy_ks,sirep,excel,27-02,吸,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,817,,
drink,puy_ks,’au,excel,27-03,喝,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,818,,
vomit,puy_ks,uta’,excel,27-04,吐出來,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,819,,
bite,puy_ks,karac,excel,27-05,咬,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,820,,
eat,puy_ks,ekan,excel,27-15,吃,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,830,,
know,puy_ks,madalram,excel,28-02,知道,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,836,,
see,puy_ks,na’u,excel,28-03,看,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,837,,
say,puy_ks,rengay,excel,28-04,說;講,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,838,,
smell,puy_ks,caulr,excel,28-07,聞味,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,841,,
say,puy_ks,umalr,excel,28-11,告訴;說話,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,845,,
hear,puy_ks,kinger,excel,28-19,聽,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,853,,
fear,puy_ks,kaud,excel,29-02,害怕,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,866,,
wash,puy_ks,rames,excel,30-02,洗(衣物),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,876,,
sleep,puy_ks,alrupeʼ,excel,30-09,睡覺,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,883,,
kill,puy_ks,cuwak,excel,30-10,剖、宰殺,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,884,,
lie,puy_ks,lalavay,excel,30-16,躺臥,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,890,,
burn,puy_ks,vaci’,excel,30-20,焚燒,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,894,,
hunt,puy_ks,papecir,excel,30-25,設陷阱,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,899,,
burn,puy_ks,muvaciʼ,excel,30-54,燃燒;火旺,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,928,,
sing,puy_ks,semenay,excel,30-64,唱歌,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,938,senay歌,
play,puy_ks,kivangavang,excel,30-65,扮家家,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,939,,
die,puy_ks,minacay,excel,31-01,死亡,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,941,,
live,puy_ks,vaavaaw,excel,31-08,活的、未熟的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,948,,
heavy,puy_ks,aludun,excel,32-02,重(重量),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,963,,
big,puy_ks,maʼidang,excel,32-05,大,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,966,,
cold,puy_ks,lritek,excel,32-08,冷,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,969,,
small,puy_ks,makiteng,excel,32-09,小的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,970,,
many,puy_ks,sadu,excel,32-10,多,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,971,物多,
cold,puy_ks,calringlicin,excel,32-12,冰冷,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,973,,
few,puy_ks,saeman,excel,32-14,少的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,975,物少,
laugh,puy_ks,liked,excel,32-16,笑,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,977,,
wet,puy_ks,sapene’,excel,32-17,濕的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,978,,
thick,puy_ks,kedemel,excel,32-19,厚的;粗的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,980,,
thin,puy_ks,alripic,excel,32-21,薄的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,982,,
dirty,puy_ks,lricaʼ,excel,32-22,髒(令人作噁),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,983,,
dry,puy_ks,marum,excel,32-28,乾的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,989,,
new,puy_ks,vekal,excel,32-31,新的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,992,,
old,puy_ks,maluman,excel,32-32,舊的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,993,,
near,puy_ks,adalrep,excel,32-33,近,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,994,,
bad,puy_ks,kuwaceng/muranak,excel,32-35,壞的;不好的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,996,,
far,puy_ks,adawilr,excel,32-37,遠,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,998,,
swell,puy_ks,venareʼ,excel,32-38,腫,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,999,,
smooth,puy_ks,dalus,excel,32-44,滑,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1005,,
warm,puy_ks,sadeku,excel,32-56,暖和,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1017,,
dull,puy_ks,muidel,excel,32-57,鈍的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1018,,
straight,puy_ks,patedelr,excel,32-65,直/正確,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1026,,
full,puy_ks,matemuy,excel,32-66,滿了,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1027,,
wide,puy_ks,alaway,excel,32-68,(空間)寬敞,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1029,,
straight,puy_ks,patedelr/pamau,excel,32-69,直的、正確、正直,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1030,,
correct,puy_ks,patedelr/pamau,excel,32-69,直的、正確、正直,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1030,,
wide,puy_ks,lawas,excel,32-73,寬的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1034,,
long,puy_ks,tatelraw,excel,32-74,長的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1035,,
short,puy_ks,lrikeci,excel,32-76,短的,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1037,,
full,puy_ks,matemuy,excel,32-79,滿滿,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1040,,
wipe,puy_ks,icul,excel,33-06,擦拭,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1048,,
throw,puy_ks,’atelr,excel,34-19,丟棄,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1069,,
count,puy_ks,aiyup,excel,34-29,數;念,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1079,,
not,puy_ks,melri,excel,35-03,不是(回答用),,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1092,,
because,puy_ks,alra kana,excel,36-05,因為,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1101,,
and,puy_ks,di,excel,36-18,和,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1114,,
if,puy_ks,nu,excel,36-22,如果,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1118,,
all,puy_ks,peniya,excel,36-28,都;全部,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1124,,
at,puy_ks,ulra/kadu,excel,36-35,在;有,,2026學習詞表-41建和卑南語.xlsx,41建和卑南語,1131,,
one,yam,asa,excel,01-01,一,,2026學習詞表-42雅美語.xlsx,42雅美語,5,,
two,yam,adoa,excel,01-02,二,,2026學習詞表-42雅美語.xlsx,42雅美語,6,,
three,yam,atlo,excel,01-03,三,,2026學習詞表-42雅美語.xlsx,42雅美語,7,,
four,yam,apat,excel,01-04,四,,2026學習詞表-42雅美語.xlsx,42雅美語,8,,
five,yam,alima,excel,01-05,五,,2026學習詞表-42雅美語.xlsx,42雅美語,9,,
six,yam,anem,excel,01-06,六,,2026學習詞表-42雅美語.xlsx,42雅美語,10,,
seven,yam,apito,excel,01-07,七,,2026學習詞表-42雅美語.xlsx,42雅美語,11,,
eight,yam,awao,excel,01-08,八,,2026學習詞表-42雅美語.xlsx,42雅美語,12,,
nine,yam,asiyam,excel,01-09,九,,2026學習詞表-42雅美語.xlsx,42雅美語,13,,
ten,yam,asa ngernan,excel,01-10,十,,2026學習詞表-42雅美語.xlsx,42雅美語,14,,
twenty,yam,adoa a ngernan,excel,01-20,二十,,2026學習詞表-42雅美語.xlsx,42雅美語,24,,
hundred,yam,asa poo,excel,01-34,百,,2026學習詞表-42雅美語.xlsx,42雅美語,38,asa poo (一百個東西)。朗島、 野銀、 漁人、東清部落統稱,
hundred,yam,asa ranaw(錢幣用),excel,01-35,一百,,2026學習詞表-42雅美語.xlsx,42雅美語,39,asaranow,
some,yam,apereh,excel,01-38,一些,,2026學習詞表-42雅美語.xlsx,42雅美語,42,,
all,yam,mamimin,excel,01-43,全部,,2026學習詞表-42雅美語.xlsx,42雅美語,47,,
few,yam,apereh,excel,01-44,一點點,,2026學習詞表-42雅美語.xlsx,42雅美語,48,,
you_singular,yam,imo,excel,02-01,你,,2026學習詞表-42雅美語.xlsx,42雅美語,51,,
i,yam,yaken,excel,02-02,我,,2026學習詞表-42雅美語.xlsx,42雅美語,52,,
he,yam,iya,excel,02-03,他,,2026學習詞表-42雅美語.xlsx,42雅美語,53,,
you_plural,yam,inyo,excel,02-04,你們,,2026學習詞表-42雅美語.xlsx,42雅美語,54,,
we,yam,yamen,excel,02-05,我們,,2026學習詞表-42雅美語.xlsx,42雅美語,55,主格(自由),
they,yam,sira,excel,02-06,他們,,2026學習詞表-42雅美語.xlsx,42雅美語,56,,
you_plural,yam,inyo,excel,02-07,你們,,2026學習詞表-42雅美語.xlsx,42雅美語,57,,
we,yam,namen,excel,02-08,我們,,2026學習詞表-42雅美語.xlsx,42雅美語,58,主格(附著)、屬格(附著),
they,yam,sira,excel,02-09,他們,,2026學習詞表-42雅美語.xlsx,42雅美語,59,,
you_singular,yam,imo,excel,02-10,你,,2026學習詞表-42雅美語.xlsx,42雅美語,60,,
he,yam,iya,excel,02-12,他,,2026學習詞表-42雅美語.xlsx,42雅美語,62,,
we,yam,namen,excel,02-13,我們(排除式),,2026學習詞表-42雅美語.xlsx,42雅美語,63,,
we,yam,jiyaten,excel,02-14,咱們(包含式),,2026學習詞表-42雅美語.xlsx,42雅美語,64,,
we,yam,ta,excel,02-15,咱們,,2026學習詞表-42雅美語.xlsx,42雅美語,65,,
that,yam,ito,excel,02-16,那個,,2026學習詞表-42雅美語.xlsx,42雅美語,66,,
this,yam,oya,excel,02-17,這個,,2026學習詞表-42雅美語.xlsx,42雅美語,67,,
here,yam,jiya,excel,02-18,這裡,,2026學習詞表-42雅美語.xlsx,42雅美語,68,,
there,yam,dang,excel,02-19,那裡,,2026學習詞表-42雅美語.xlsx,42雅美語,69,,
what,yam,ikongo,excel,03-02,什麼,,2026學習詞表-42雅美語.xlsx,42雅美語,73,,
how,yam,manngo,excel,03-03,如何,,2026學習詞表-42雅美語.xlsx,42雅美語,74,,
when,yam,simanngo,excel,03-04,何時(未發生),,2026學習詞表-42雅美語.xlsx,42雅美語,75,simango/野銀部落稱,
who,yam,sino,excel,03-05,誰,,2026學習詞表-42雅美語.xlsx,42雅美語,76,,
where,yam,jino,excel,03-07,哪裡,,2026學習詞表-42雅美語.xlsx,42雅美語,78,,
how,yam,makong,excel,03-09,怎麼,,2026學習詞表-42雅美語.xlsx,42雅美語,80,,
what,yam,ikong,excel,03-12,什麼,,2026學習詞表-42雅美語.xlsx,42雅美語,83,,
when,yam,no kango,excel,03-13,何時(已發生),,2026學習詞表-42雅美語.xlsx,42雅美語,84,,
father,yam,ama,excel,04-01,爸爸,,2026學習詞表-42雅美語.xlsx,42雅美語,87,,
mother,yam,ina,excel,04-02,媽媽,,2026學習詞表-42雅美語.xlsx,42雅美語,88,,
wife,yam,kadoan do vahay,excel,04-07,配偶,,2026學習詞表-42雅美語.xlsx,42雅美語,93,,
husband,yam,kadoan do vahay,excel,04-07,配偶,,2026學習詞表-42雅美語.xlsx,42雅美語,93,,
husband,yam,kataned,excel,04-15,丈夫,,2026學習詞表-42雅美語.xlsx,42雅美語,101,,
name,yam,ngaran,excel,05-01,名字,,2026學習詞表-42雅美語.xlsx,42雅美語,114,,
child,yam,kanakan,excel,05-05,孩童,,2026學習詞表-42雅美語.xlsx,42雅美語,118,,
woman,yam,mavakes,excel,05-07,女性,,2026學習詞表-42雅美語.xlsx,42雅美語,120,,
man,yam,mehakay,excel,05-08,男性,,2026學習詞表-42雅美語.xlsx,42雅美語,121,,
person,yam,tao,excel,05-09,人,,2026學習詞表-42雅美語.xlsx,42雅美語,122,,
ear,yam,talinga,excel,06-01,耳朵,,2026學習詞表-42雅美語.xlsx,42雅美語,140,,
leg,yam,opa,excel,06-02,大腿,,2026學習詞表-42雅美語.xlsx,42雅美語,141,appa/朗島部落稱,
eye,yam,mata,excel,06-03,眼睛,,2026學習詞表-42雅美語.xlsx,42雅美語,142,,
mouth,yam,ngongoy,excel,06-05,嘴巴,,2026學習詞表-42雅美語.xlsx,42雅美語,144,,
head,yam,oo,excel,06-06,頭,,2026學習詞表-42雅美語.xlsx,42雅美語,145,,
fingernail,yam,koko,excel,06-07,指甲,,2026學習詞表-42雅美語.xlsx,42雅美語,146,,
hand,yam,lima,excel,06-08,手,,2026學習詞表-42雅美語.xlsx,42雅美語,147,,
nose,yam,momodan,excel,06-10,鼻子,,2026學習詞表-42雅美語.xlsx,42雅美語,149,,
foot,yam,ai,excel,06-11,腳,,2026學習詞表-42雅美語.xlsx,42雅美語,150,,
tooth,yam,ngepen,excel,06-12,牙齒,,2026學習詞表-42雅美語.xlsx,42雅美語,151,,
hair,yam,ovok,excel,06-13,頭髮,,2026學習詞表-42雅美語.xlsx,42雅美語,152,,
blood,yam,rala,excel,06-14,血,,2026學習詞表-42雅美語.xlsx,42雅美語,153,,
meat,yam,asisi,excel,06-15,肉,,2026學習詞表-42雅美語.xlsx,42雅美語,154,,
belly,yam,velek,excel,06-17,肚子,,2026學習詞表-42雅美語.xlsx,42雅美語,156,,
breast,yam,soso,excel,06-18,乳房,,2026學習詞表-42雅美語.xlsx,42雅美語,157,,
back,yam,likod,excel,06-22,背部,,2026學習詞表-42雅美語.xlsx,42雅美語,161,,
skin,yam,kolit,excel,06-23,皮,,2026學習詞表-42雅美語.xlsx,42雅美語,162,,
heart,yam,taoz,excel,06-28,心臟,,2026學習詞表-42雅美語.xlsx,42雅美語,167,,
knee,yam,otod,excel,06-31,膝蓋,,2026學習詞表-42雅美語.xlsx,42雅美語,170,atod/朗島部落稱,
liver,yam,atay,excel,06-34,肝臟,,2026學習詞表-42雅美語.xlsx,42雅美語,173,,
fat,yam,tava,excel,06-37,油脂,,2026學習詞表-42雅美語.xlsx,42雅美語,176,,
tongue,yam,lila,excel,06-42,舌頭,,2026學習詞表-42雅美語.xlsx,42雅美語,181,,
neck,yam,zagow,excel,06-47,脖子,,2026學習詞表-42雅美語.xlsx,42雅美語,186,,
neck,yam,popotohan,excel,06-52,頸子,,2026學習詞表-42雅美語.xlsx,42雅美語,191,,
tail,yam,ipos,excel,07-01,尾巴,,2026學習詞表-42雅美語.xlsx,42雅美語,197,,
dog,yam,ino / agsa,excel,07-03,狗,,2026學習詞表-42雅美語.xlsx,42雅美語,199,,
bird,yam,meyyasasalap,excel,07-06,鳥,,2026學習詞表-42雅美語.xlsx,42雅美語,202,,
fish,yam,among,excel,07-07,魚,,2026學習詞表-42雅美語.xlsx,42雅美語,203,,
snake,yam,volay,excel,07-19,蛇,,2026學習詞表-42雅美語.xlsx,42雅美語,215,,
louse,yam,koto,excel,07-33,頭蝨,,2026學習詞表-42雅美語.xlsx,42雅美語,229,,
worm,yam,kalwalwaci,excel,07-39,蚯蚓,,2026學習詞表-42雅美語.xlsx,42雅美語,235,,
wing,yam,panid,excel,07-49,翅膀,,2026學習詞表-42雅美語.xlsx,42雅美語,245,,
horn,yam,ozong,excel,07-64,(動物的)角,,2026學習詞表-42雅美語.xlsx,42雅美語,260,,
tree,yam,kayo,excel,08-03,樹,,2026學習詞表-42雅美語.xlsx,42雅美語,265,,
leaf,yam,voong,excel,08-06,葉子,,2026學習詞表-42雅美語.xlsx,42雅美語,268,,
flower,yam,savong,excel,08-09,花朵,,2026學習詞表-42雅美語.xlsx,42雅美語,271,,
stick,yam,yangaw,excel,08-15,樹枝,,2026學習詞表-42雅美語.xlsx,42雅美語,277,,
fruit,yam,asi no kayo,excel,08-16,(植物的)果實,,2026學習詞表-42雅美語.xlsx,42雅美語,278,,
grass,yam,tamek,excel,08-20,草,,2026學習詞表-42雅美語.xlsx,42雅美語,282,,
fruit,yam,asiasi no kayo,excel,08-24,水果,,2026學習詞表-42雅美語.xlsx,42雅美語,286,,
root,yam,yamot no kayo,excel,08-28,樹根,,2026學習詞表-42雅美語.xlsx,42雅美語,290,,
seed,yam,vottow,excel,08-44,種子,,2026學習詞表-42雅美語.xlsx,42雅美語,306,,
rope,yam,ovid,excel,09-14,細繩,,2026學習詞表-42雅美語.xlsx,42雅美語,334,,
rope,yam,kolili,excel,09-15,繩索,,2026學習詞表-42雅美語.xlsx,42雅美語,335,,
stick,yam,yangow na,excel,09-18,枝條,,2026學習詞表-42雅美語.xlsx,42雅美語,338,,
ash,yam,avo,excel,09-49,炭灰,,2026學習詞表-42雅美語.xlsx,42雅美語,369,,
road,yam,rarahan,excel,10-01,道路,,2026學習詞表-42雅美語.xlsx,42雅美語,393,,
wind,yam,sazowsaw,excel,10-04,風,,2026學習詞表-42雅美語.xlsx,42雅美語,396,,
earth,yam,tana,excel,10-05,泥土,,2026學習詞表-42雅美語.xlsx,42雅美語,397,,
river,yam,ayo,excel,10-07,河流,,2026學習詞表-42雅美語.xlsx,42雅美語,399,,
lake,yam,mibebneng a ranom,excel,10-08,湖泊,,2026學習詞表-42雅美語.xlsx,42雅美語,400,,
forest,yam,kahasan,excel,10-09,森林,,2026學習詞表-42雅美語.xlsx,42雅美語,401,,
sun,yam,araw,excel,11-02,太陽,,2026學習詞表-42雅美語.xlsx,42雅美語,417,,
moon,yam,vehan,excel,11-03,月亮,,2026學習詞表-42雅美語.xlsx,42雅美語,418,,
sky,yam,angit,excel,11-04,天空,,2026學習詞表-42雅美語.xlsx,42雅美語,419,anit/朗島部落稱,
star,yam,mata no angit,excel,11-05,星星,,2026學習詞表-42雅美語.xlsx,42雅美語,420,,
rain,yam,cimoy,excel,11-06,雨,,2026學習詞表-42雅美語.xlsx,42雅美語,421,,
cloud,yam,cinalab,excel,11-12,雲,,2026學習詞表-42雅美語.xlsx,42雅美語,427,tahahaso霧,
smoke,yam,aob,excel,11-13,煙,,2026學習詞表-42雅美語.xlsx,42雅美語,428,,
fire,yam,apoy,excel,11-17,火,,2026學習詞表-42雅美語.xlsx,42雅美語,432,,
ice,yam,kozi,excel,11-18,冰,,2026學習詞表-42雅美語.xlsx,42雅美語,433,,
stone,yam,vato / veysen,excel,12-05,石頭,,2026學習詞表-42雅美語.xlsx,42雅美語,454,,
night,yam,maep,excel,13-02,晚上,,2026學習詞表-42雅美語.xlsx,42雅美語,471,,
day,yam,maraw,excel,13-07,白天,,2026學習詞表-42雅美語.xlsx,42雅美語,476,,
night,yam,ahep,excel,13-22,夜,,2026學習詞表-42雅美語.xlsx,42雅美語,491,,
year,yam,awan,excel,13-28,年,,2026學習詞表-42雅美語.xlsx,42雅美語,497,,
in,yam,sahad,excel,14-01,裡面,,2026學習詞表-42雅美語.xlsx,42雅美語,502,,
at,yam,do koang,excel,14-02,在某處,,2026學習詞表-42雅美語.xlsx,42雅美語,503,,
right,yam,wanan,excel,14-10,右邊,,2026學習詞表-42雅美語.xlsx,42雅美語,511,,
left,yam,ozi,excel,14-11,左邊,,2026學習詞表-42雅美語.xlsx,42雅美語,512,,
water,yam,ranom,excel,21-02,水,,2026學習詞表-42雅美語.xlsx,42雅美語,601,,
salt,yam,asin,excel,21-07,鹽,,2026學習詞表-42雅美語.xlsx,42雅美語,606,,
egg,yam,icoy,excel,21-09,蛋,,2026學習詞表-42雅美語.xlsx,42雅美語,608,,
white,yam,malavang,excel,22-01,白色,,2026學習詞表-42雅美語.xlsx,42雅美語,626,,
black,yam,mavaheng / masirem,excel,22-02,黑色,,2026學習詞表-42雅美語.xlsx,42雅美語,627,,
red,yam,mabazangbang,excel,22-03,紅色,,2026學習詞表-42雅美語.xlsx,42雅美語,628,,
yellow,yam,akmey kowarey no manok,excel,22-05,黃色的,,2026學習詞表-42雅美語.xlsx,42雅美語,630,,
green,yam,mowgarow,excel,22-08,綠色,,2026學習詞表-42雅美語.xlsx,42雅美語,633,,
give,yam,ipanta,excel,25-07,給,,2026學習詞表-42雅美語.xlsx,42雅美語,663,,
come,yam,mai,excel,25-08,來,,2026學習詞表-42雅美語.xlsx,42雅美語,664,,
walk,yam,omalam,excel,25-10,走路,,2026學習詞表-42雅美語.xlsx,42雅美語,666,,
fly,yam,somalap,excel,25-12,飛,,2026學習詞表-42雅美語.xlsx,42雅美語,668,,
give,yam,itoro,excel,25-15,送、給,,2026學習詞表-42雅美語.xlsx,42雅美語,671,,
fall,yam,mavozas,excel,25-26,(植物的果實)掉落,,2026學習詞表-42雅美語.xlsx,42雅美語,682,,
sit,yam,omlisna,excel,25-43,坐著,,2026學習詞表-42雅美語.xlsx,42雅美語,699,,
stand,yam,tomanek,excel,25-44,站著,,2026學習詞表-42雅美語.xlsx,42雅美語,700,,
sit,yam,amlisna,excel,26-03,坐下,,2026學習詞表-42雅美語.xlsx,42雅美語,712,,
hit,yam,manbakbak,excel,26-08,打(人),,2026學習詞表-42雅美語.xlsx,42雅美語,717,,
stab,yam,sobsoben,excel,26-09,刺,,2026學習詞表-42雅美語.xlsx,42雅美語,718,,
push,yam,padondonen,excel,26-13,推,,2026學習詞表-42雅美語.xlsx,42雅美語,722,,
scratch,yam,mikakadkad,excel,26-18,抓癢,,2026學習詞表-42雅美語.xlsx,42雅美語,727,,
lie,yam,mirey,excel,26-20,躺,,2026學習詞表-42雅美語.xlsx,42雅美語,729,,
blow,yam,avyotan,excel,26-28,吹,,2026學習詞表-42雅美語.xlsx,42雅美語,737,,
dig,yam,kalian,excel,26-29,挖掘,,2026學習詞表-42雅美語.xlsx,42雅美語,738,另作：kalihen(椰油),
cut,yam,ilapen,excel,26-30,切,,2026學習詞表-42雅美語.xlsx,42雅美語,739,,
