concept_id,variety_id,orth,ipa,note
person,ata_ml,itaal/ cuquleq,,2026學習詞表 05-09「人」
person,ata_pl,ciʼuliʼ,,2026學習詞表 05-09「人」
person,ata_sk,cquliq/ tayal,,2026學習詞表 05-09「人」
person,ata_kl,c’oli/ c’uli / s’uli,,2026學習詞表 05-09「人」：s’uli(眉原)
person,say,maeʼiyaeh,,2026學習詞表 05-09「人」
person,tha,thau,,2026學習詞表 05-09「人」
person,sed_to,sediq,,2026學習詞表 05-09「人」：Sediq賽德克族
person,sed_tg,seediq,,2026學習詞表 05-09「人」：Seediq賽德克族
person,sed_tr,sejiq,,2026學習詞表 05-09「人」：Sejiq賽德克族
person,bun_td,bunun,,2026學習詞表 05-09「人」
person,bun_bh,bunun,,2026學習詞表 05-09「人」
person,bun_vt,Bunun,,2026學習詞表 05-09「人」
person,bun_bn,bunun,,2026學習詞表 05-09「人」：bunun
person,bun_ib,bunun,,2026學習詞表 05-09「人」
person,pai_es,caucau,,2026學習詞表 05-09「人」
person,pai_nt,caucaw,,2026學習詞表 05-09「人」
person,pai_ct,caucau,,2026學習詞表 05-09「人」
person,pai_st,caucau,,2026學習詞表 05-09「人」
person,ruk_es,omase,,2026學習詞表 05-09「人類」
person,ruk_bd,umaumase,,2026學習詞表 05-09「人類」
person,ruk_tw,umase,,2026學習詞表 05-09「人類」
person,ruk_tn,coaw,,2026學習詞表 05-09「人類」
person,ruk_mg,ico,,2026學習詞表 05-09「人類」
person,ruk_mn,ocao,,2026學習詞表 05-09「人類」
person,puy_py,trau,,2026學習詞表 05-09「人」
person,puy_tp,trau,,2026學習詞表 05-09「人」
person,puy_ws,trau,,2026學習詞表 05-09「人」
person,puy_ks,cau,,2026學習詞表 05-09「人」
person,trv,seejiq,,2026學習詞表 05-09「人」
person,kav,lazat,,2026學習詞表 05-09「人」
person,tso,cou,,2026學習詞表 05-09「人」
person,knv,cau,,2026學習詞表 05-09「人」
person,hla,cucuʼu,,2026學習詞表 05-09「人」
person,yam,tao,,2026學習詞表 05-09「人」
person,sak,tademaw/tamdaw,,2026學習詞表 05-09「人」
person,pan,*Cau,,"ACD PAN 19072-e64d7fff8a4b9e1e6400ac1776960467-1「person, human being」"
person,pmp,*tau₁,,"ACD PMP 19081-e64d7fff8a4b9e1e6400ac1776960467-1「person, human being」"
child,ami_nt,wawa,,2026學習詞表 05-05「孩童」
child,ami_hk,wawa^,,2026學習詞表 05-05「孩童」
child,ami_ha,kaemangay,,2026學習詞表 05-05「孩童」
child,ami_ml,wawa,,2026學習詞表 05-05「孩童」
child,ami_hc,kaemangat/wawa,,2026學習詞表 05-05「孩童」：wawa為孩子的統稱
child,ata_sq,laqi,,2026學習詞表 05-05「孩童」：laqi/’laqi
child,ata_su,laʼi,,2026學習詞表 05-05「孩童」
child,ata_ml,ulaqiʼ,,2026學習詞表 05-05「孩童」
child,ata_pl,uleʼ,,2026學習詞表 05-05「孩童」
child,ata_sk,laqi,,2026學習詞表 05-05「孩童」
child,ata_kl,la’i cikuy/la’i cipuy/ la’i cikoh/ la’i cipok,,2026學習詞表 05-05「孩童」：la’i cikoh(眉原)/ la’i cipok(眉原)
child,say,korkoring,,2026學習詞表 05-05「孩童」
child,tha,azazak,,2026學習詞表 05-05「孩童」
child,sed_to,laqi,,2026學習詞表 05-05「孩童」
child,sed_tg,laqi,,2026學習詞表 05-05「孩童」
child,sed_tr,laqi,,2026學習詞表 05-05「孩童」
child,bun_td,uvaʼaz,,2026學習詞表 05-05「孩童」
child,bun_bh,uzvaʼaz,,2026學習詞表 05-05「孩童」
child,bun_vt,uvazʼaz,,2026學習詞表 05-05「孩童」
child,bun_bn,uvazʼaz / uvavazʼaz,,2026學習詞表 05-05「孩童」：uvaz-az
child,bun_ib,uvaaz,,2026學習詞表 05-05「孩童」
child,pai_es,kakedryan,,2026學習詞表 05-05「孩童」
child,pai_nt,kakedrian,,2026學習詞表 05-05「孩童」
child,pai_ct,kakedrian,,"2026學習詞表 05-05「孩童」：亦稱為lumamad, i cengeceng tu maqacuvucuvung paeseesev anga 晚成未婚"
child,pai_st,kakedrian,,2026學習詞表 05-05「孩童」
child,ruk_es,lrolay,,2026學習詞表 05-05「孩童」
child,ruk_bd,vavalake,,2026學習詞表 05-05「孩童」
child,ruk_tw,lavavalake,,2026學習詞表 05-05「孩童」
child,ruk_tn,valavalake,,2026學習詞表 05-05「孩童」
child,ruk_mg,valɨvalɨke,,2026學習詞表 05-05「孩童」
child,ruk_mn,lroolai,,2026學習詞表 05-05「孩童」
child,puy_py,llallak,,2026學習詞表 05-05「孩童」
child,puy_tp,lralrak,,2026學習詞表 05-05「孩童」
child,puy_ws,alrak,,2026學習詞表 05-05「孩童」
child,puy_ks,lralrak,,2026學習詞表 05-05「孩童」
child,trv,laqi,,2026學習詞表 05-05「孩童」
child,kav,sunis,,2026學習詞表 05-05「孩童」
child,tso,oko,,2026學習詞表 05-05「孩童」
child,knv,manu,,2026學習詞表 05-05「孩童」
child,hla,mamaini,,2026學習詞表 05-05「孩童」
child,yam,kanakan,,2026學習詞表 05-05「孩童」
child,sak,wawa,,2026學習詞表 05-05「孩童」
child,pan,*aN-aNak,,ACD PAN 19072-1b7d5726533ab525a8760351e9b5e415-1「child」
child,pmp,*an-anak,,ACD PMP 19081-1b7d5726533ab525a8760351e9b5e415-1「child」
wife,ami_nt,ramud,,2026學習詞表 04-07「配偶」
wife,ami_hk,tihi,,2026學習詞表 04-07「配偶」
wife,ami_ha,ramod,,2026學習詞表 04-07「配偶」
wife,ami_ml,ramod,,2026學習詞表 04-07「配偶」
wife,ami_hc,ramod,,2026學習詞表 04-07「配偶」
wife,ata_sq,bes,,2026學習詞表 04-07「配偶」：bays
wife,ata_su,bes / bays,,2026學習詞表 04-07「配偶」
wife,ata_ml,glug/ baays,,2026學習詞表 04-07「配偶」：mamaliku mu
wife,ata_pl,tubesan,,2026學習詞表 04-07「配偶」
wife,ata_sk,bes,,2026學習詞表 04-07「配偶」
wife,ata_kl,bes / bes utux tnuxan,,2026學習詞表 04-07「配偶」
wife,say,ba:iS,,2026學習詞表 04-07「配偶」
wife,sed_to,snaw/qridin,,2026學習詞表 04-07「配偶(先生/太太)」
wife,sed_tg,seno/qedil,,2026學習詞表 04-07「配偶(先生/太太)」
wife,sed_tr,snaw/qrijil,,2026學習詞表 04-07「配偶(先生/太太)」
wife,bun_td,dingalan,,2026學習詞表 04-07「配偶」
wife,bun_bh,pakatuszang,,2026學習詞表 04-07「配偶」
wife,bun_vt,pakatuszang,,2026學習詞表 04-07「配偶」
wife,bun_bn,pakatuszang,,2026學習詞表 04-07「配偶」：pakatuszangan
wife,bun_ib,pakatuszang,,2026學習詞表 04-07「配偶」：maluspingaz高雄
wife,pai_es,valjaw,,2026學習詞表 04-07「配偶」
wife,pai_nt,cekelj,,2026學習詞表 04-07「配偶」
wife,pai_ct,cekelj,,2026學習詞表 04-07「配偶」
wife,pai_st,valjaw,,2026學習詞表 04-07「配偶」
wife,ruk_es,sakacekele,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：另作mwasakadrosa
wife,ruk_bd,wacekecekele / tawane/labaibay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：tawane丈夫/labaibay妻子
wife,ruk_tw,tauwaa / tauwaa ka sauwalai,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
wife,ruk_tn,sakadrosani / palange,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
wife,ruk_mg,sɨpakamɨnia / usirikua/asirali,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
wife,ruk_mn,lamengae,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：亦作：夫妻之間稱呼
wife,puy_py,kataguwin,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
wife,puy_tp,turumaʼan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
wife,puy_ws,ʼazin,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
wife,puy_ks,turumaʼan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
wife,trv,bais / kuyuh,,2026學習詞表 04-07「配偶」；2026學習詞表 05-07「妻子」：或女性
wife,kav,tisin / napawan,,2026學習詞表 04-07「配偶」：另作napawan；2026學習詞表 04-15「丈夫、妻子」：另一半：tisin 丈夫：pakuwayan
wife,tso,vcongʉ,,2026學習詞表 04-07「配偶」
wife,knv,ʼucangʉ,,2026學習詞表 04-07「配偶」
wife,hla,usumanʉ,,2026學習詞表 04-07「配偶」
wife,yam,kadoan do vahay,,2026學習詞表 04-07「配偶」
wife,sak,acawa,,2026學習詞表 04-07「配偶」
wife,pan,*qasawa,,"ACD PAN 19072-655bfc271c854beeb79f40d819682553-1「spouse: husband, wife」"
wife,pmp,*qasawa,,"ACD PMP 19081-655bfc271c854beeb79f40d819682553-1「spouse: husband, wife」"
husband,ami_nt,ramud / vavainay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ami_hk,tihi / faʼinay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ami_ha,ramod / faʼinay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ami_ml,ramod / faʼinay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ami_hc,ramod / faʼinay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ata_sq,bes / mlikuy,,2026學習詞表 04-07「配偶」：bays；2026學習詞表 04-15「丈夫」
husband,ata_su,bes / bays / tmalung / tamalung,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ata_ml,glug/ baays,,2026學習詞表 04-07「配偶」：mamaliku mu；2026學習詞表 04-15「丈夫」
husband,ata_pl,tubesan / malikuṟ,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ata_sk,bes / mlikuy,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ata_kl,bes / bes utux tnuxan / likuy/ mlikuy / mlikuy utux tnuxan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」：mlikuy(眉原)
husband,say,ba:iS / tatamaʼ maʼan / kamamanra:an maʼan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」：要加上ma’an才有丈夫的概念
husband,tha,ayuzi,,2026學習詞表 04-15「丈夫」
husband,sed_to,snaw/qridin / snaw,,2026學習詞表 04-07「配偶(先生/太太)」；2026學習詞表 04-15「丈夫」
husband,sed_tg,seno/qedil / seno,,2026學習詞表 04-07「配偶(先生/太太)」；2026學習詞表 04-15「丈夫」
husband,sed_tr,snaw/qrijil / snaw,,2026學習詞表 04-07「配偶(先生/太太)」；2026學習詞表 04-15「丈夫」
husband,bun_td,dingalan / bananaz,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」：bananaz是男人/丈夫
husband,bun_bh,pakatuszang / bananaz,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,bun_vt,pakatuszang / bananaz,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」：男生
husband,bun_bn,pakatuszang / bananaz/mabananaz,,2026學習詞表 04-07「配偶」：pakatuszangan；2026學習詞表 04-15「丈夫」：bananaz
husband,bun_ib,pakatuszang / mabananaz,,2026學習詞表 04-07「配偶」：maluspingaz高雄；2026學習詞表 04-15「丈夫」：mabananaz高雄慣用
husband,pai_es,valjaw,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,pai_nt,cekelj,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,pai_ct,cekelj,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,pai_st,valjaw / cekelj / valjaw,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,ruk_es,sakacekele,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：另作mwasakadrosa
husband,ruk_bd,wacekecekele / tawane/labaibay,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：tawane丈夫/labaibay妻子
husband,ruk_tw,tauwaa / tauwaa ka sauwalai,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
husband,ruk_tn,sakadrosani / palange,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
husband,ruk_mg,sɨpakamɨnia / usirikua/asirali,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」
husband,ruk_mn,lamengae,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子」：亦作：夫妻之間稱呼
husband,puy_py,kataguwin,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
husband,puy_tp,turumaʼan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
husband,puy_ws,ʼazin,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
husband,puy_ks,turumaʼan,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫/妻子/配偶」
husband,trv,bais / snaw,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」；2026學習詞表 05-08「丈夫」：或男性
husband,kav,tisin / napawan,,2026學習詞表 04-07「配偶」：另作napawan；2026學習詞表 04-15「丈夫、妻子」：另一半：tisin 丈夫：pakuwayan
husband,tso,vcongʉ,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,knv,ʼucangʉ / ’ucangʉ,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,hla,usumanʉ,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,yam,kadoan do vahay / kataned,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,sak,acawa,,2026學習詞表 04-07「配偶」；2026學習詞表 04-15「丈夫」
husband,pan,*qasawa,,"ACD PAN 19072-655bfc271c854beeb79f40d819682553-1「spouse: husband, wife」"
husband,pmp,*banah,,ACD PMP 19081-a2d4100de5a4c446ab1f52b1bf20cd93-1「husband」
mother,ami_nt,ina,,2026學習詞表 04-02「媽媽」
mother,ami_hk,ina^,,2026學習詞表 04-02「媽媽」
mother,ami_ha,ina,,2026學習詞表 04-02「媽媽」
mother,ami_ml,wina,,2026學習詞表 04-02「媽媽」：另作：ina
mother,ami_hc,wina ; ina,,2026學習詞表 04-02「媽媽」：wina帶有敬語，ina 一 般稱謂
mother,ata_sq,yaya,,2026學習詞表 04-02「媽媽」：yaya’
mother,ata_su,yaya/uya,,2026學習詞表 04-02「媽媽」
mother,ata_ml,yayaʼ/ ayaʼ,,2026學習詞表 04-02「媽媽」：aya’(第一人稱)
mother,ata_pl,yayaʼ,,2026學習詞表 04-02「媽媽」
mother,ata_sk,yaya,,2026學習詞表 04-02「媽媽」
mother,ata_kl,yaya,,2026學習詞表 04-02「媽媽」
mother,say,ʼoyaʼ,,2026學習詞表 04-02「媽媽」：tinaeh
mother,tha,ina,,2026學習詞表 04-02「媽媽」
mother,sed_to,bubu,,2026學習詞表 04-02「媽媽」
mother,sed_tg,bubu,,2026學習詞表 04-02「媽媽」
mother,sed_tr,bubu,,2026學習詞表 04-02「媽媽」
mother,bun_td,tina,,2026學習詞表 04-02「媽媽」
mother,bun_bh,tina,,2026學習詞表 04-02「媽媽」
mother,bun_vt,tina,,2026學習詞表 04-02「媽媽」
mother,bun_bn,tina,,2026學習詞表 04-02「媽媽」：tina
mother,bun_ib,cina,,2026學習詞表 04-02「媽媽」
mother,pai_es,kina,,2026學習詞表 04-02「媽媽」
mother,pai_nt,kina,,2026學習詞表 04-02「媽媽」
mother,pai_ct,kina,,2026學習詞表 04-02「媽媽」
mother,pai_st,kina/ina,,2026學習詞表 04-02「媽媽」
mother,ruk_es,naina,,2026學習詞表 04-02「媽媽」：naina直稱
mother,ruk_bd,tiatina,,2026學習詞表 04-02「媽媽」：ina是我媽媽
mother,ruk_tw,naine,,2026學習詞表 04-02「媽媽」：naine直稱/tina對外稱謂
mother,ruk_tn,niyaw,,2026學習詞表 04-02「媽媽」：titina對外稱謂/niyaw直稱
mother,ruk_mg,nao/nina,,2026學習詞表 04-02「媽媽」：nao直稱/nina對外稱謂
mother,ruk_mn,inake,,2026學習詞表 04-02「媽媽」：ina對外稱謂/inake直稱
mother,puy_py,ina,,2026學習詞表 04-02「媽媽」
mother,puy_tp,ina,,2026學習詞表 04-02「媽媽」
mother,puy_ws,ina,,2026學習詞表 04-02「媽媽」
mother,puy_ks,ina,,2026學習詞表 04-02「媽媽」
mother,trv,bubu,,2026學習詞表 04-02「媽媽」
mother,kav,tina,,2026學習詞表 04-02「媽媽」
mother,tso,ino,,2026學習詞表 04-02「媽媽」
mother,knv,cina,,2026學習詞表 04-02「媽媽」
mother,hla,inaʼa,,2026學習詞表 04-02「媽媽」：ina’a對他人提及； kainu對媽媽的稱呼
mother,yam,ina,,2026學習詞表 04-02「媽媽」
mother,sak,ina,,2026學習詞表 04-02「媽媽」
mother,pan,*ina,,"ACD PAN 19072-24aa31b7e1f21c831f2f429aa68b4ff7-1「mother, mother’s sister」"
mother,pmp,*ina,,"ACD PMP 19081-5e3d41e520ada74459e3b30209982f45-1「mother, mother's sister; female animal」"
father,ami_nt,ama,,2026學習詞表 04-01「爸爸」
father,ami_hk,mama^,,2026學習詞表 04-01「爸爸」
father,ami_ha,mama/ama,,2026學習詞表 04-01「爸爸」
father,ami_ml,wama,,2026學習詞表 04-01「爸爸」：另作：ama
father,ami_hc,wama / ama,,2026學習詞表 04-01「爸爸」：wama帶有敬語，ama 一 般稱謂
father,ata_sq,yaba,,2026學習詞表 04-01「爸爸」：yaba’
father,ata_su,yaba/uba,,2026學習詞表 04-01「爸爸」
father,ata_ml,yabaʼ/ abaʼ,,2026學習詞表 04-01「爸爸」：aba’(第一人稱)
father,ata_pl,yabaʼ,,2026學習詞表 04-01「爸爸」
father,ata_sk,yaba,,2026學習詞表 04-01「爸爸」
father,ata_kl,yaba,,2026學習詞表 04-01「爸爸」
father,say,yabaʼ,,2026學習詞表 04-01「爸爸」：tamaeh
father,tha,ama,,2026學習詞表 04-01「爸爸」
father,sed_to,tama,,2026學習詞表 04-01「爸爸」
father,sed_tg,tama,,2026學習詞表 04-01「爸爸」
father,sed_tr,tama,,2026學習詞表 04-01「爸爸」
father,bun_td,tama,,2026學習詞表 04-01「爸爸」
father,bun_bh,tama,,2026學習詞表 04-01「爸爸」
father,bun_vt,tama,,2026學習詞表 04-01「爸爸」
father,bun_bn,tama,,2026學習詞表 04-01「爸爸」：tama
father,bun_ib,tama,,2026學習詞表 04-01「爸爸」
father,pai_es,kama,,2026學習詞表 04-01「爸爸」
father,pai_nt,kama,,2026學習詞表 04-01「爸爸」
father,pai_ct,kama,,2026學習詞表 04-01「爸爸」
father,pai_st,kama/ama,,2026學習詞表 04-01「爸爸」
father,ruk_es,nama,,2026學習詞表 04-01「爸爸」：nama直稱
father,ruk_bd,tatama,,2026學習詞表 04-01「爸爸」：ama是我爸爸
father,ruk_tw,name,,2026學習詞表 04-01「爸爸」：name直稱/tama對外稱謂
father,ruk_tn,mao,,2026學習詞表 04-01「爸爸」：tatava對外稱謂/mao直稱
father,ruk_mg,mao/mama,,2026學習詞表 04-01「爸爸」：mao直稱/mama對外稱謂
father,ruk_mn,amake,,2026學習詞表 04-01「爸爸」：ama對外稱謂/amake直稱
father,puy_py,ama,,2026學習詞表 04-01「爸爸」
father,puy_tp,ama,,2026學習詞表 04-01「爸爸」
father,puy_ws,ama,,2026學習詞表 04-01「爸爸」
father,puy_ks,ama,,2026學習詞表 04-01「爸爸」
father,trv,tama,,2026學習詞表 04-01「爸爸」
father,kav,tama,,2026學習詞表 04-01「爸爸」
father,tso,amo,,2026學習詞表 04-01「爸爸」
father,knv,cuma,,2026學習詞表 04-01「爸爸」
father,hla,amaʼa,,2026學習詞表 04-01「爸爸」：ama’a對他人提及；kaamu對爸爸的稱呼
father,yam,ama,,2026學習詞表 04-01「爸爸」
father,sak,ama,,2026學習詞表 04-01「爸爸」
father,pan,*amax,,ACD PAN 19072-0de959beaa82daa7df6ef2286d071a6d-2「father」
father,pmp,*amax,,ACD PMP 19081-0de959beaa82daa7df6ef2286d071a6d-3「father」
fish,ami_nt,vuting,,2026學習詞表 07-07「魚」
fish,ami_hk,foting,,2026學習詞表 07-07「魚」
fish,ami_ha,foting,,2026學習詞表 07-07「魚」
fish,ami_ml,foting,,2026學習詞表 07-07「魚」
fish,ami_hc,foting,,2026學習詞表 07-07「魚」
fish,ata_sq,qulih,,2026學習詞表 07-07「魚」
fish,ata_su,syux/ ’syux,,2026學習詞表 07-07「魚」：siyux/’cyux （qulih）(新生部落)
fish,ata_ml,quleh,,2026學習詞表 07-07「魚」
fish,ata_pl,ucyux,,2026學習詞表 07-07「魚」
fish,ata_sk,qulih,,2026學習詞表 07-07「魚」
fish,ata_kl,’cyux/ ulih,,2026學習詞表 07-07「魚」：ulih(眉原)
fish,say,ʼaelaw,,2026學習詞表 07-07「魚」
fish,tha,rusaw,,2026學習詞表 07-07「魚」
fish,sed_to,qcurux,,2026學習詞表 07-07「魚」
fish,sed_tg,qcurux,,2026學習詞表 07-07「魚」
fish,sed_tr,qsurux,,2026學習詞表 07-07「魚」
fish,bun_td,kaan,,2026學習詞表 07-07「魚」
fish,bun_bh,iskan/kan,,2026學習詞表 07-07「魚」
fish,bun_vt,iskaan,,2026學習詞表 07-07「魚」
fish,bun_bn,iskaan,,2026學習詞表 07-07「魚」：iskaan
fish,bun_ib,iskaan,,2026學習詞表 07-07「魚」
fish,pai_es,ciqaw,,2026學習詞表 07-07「魚」
fish,pai_nt,ci’av,,2026學習詞表 07-07「魚」：ciqav
fish,pai_ct,ciqav,,2026學習詞表 07-07「魚」：又稱ciqaw
fish,pai_st,ciqaw,,2026學習詞表 07-07「魚」
fish,ruk_es,kaang,,2026學習詞表 07-07「魚」
fish,ruk_bd,kaange,,2026學習詞表 07-07「魚」
fish,ruk_tw,kaange,,2026學習詞表 07-07「魚」
fish,ruk_tn,kaʼange,,2026學習詞表 07-07「魚」
fish,ruk_mg,akangɨ,,2026學習詞表 07-07「魚」
fish,ruk_mn,kaʼange,,2026學習詞表 07-07「魚」
fish,puy_py,kuraw,,2026學習詞表 07-07「魚」
fish,puy_tp,vulraw,,2026學習詞表 07-07「魚」
fish,puy_ws,vulraw/kuraw,,2026學習詞表 07-07「魚」
fish,puy_ks,vulraw,,2026學習詞表 07-07「魚」
fish,trv,qsurux,,2026學習詞表 07-07「魚」
fish,kav,baut,,2026學習詞表 07-07「魚」
fish,tso,yoskʉ,,2026學習詞表 07-07「魚」
fish,knv,vutukuru,,2026學習詞表 07-07「魚」
fish,hla,vutukuhlu,,2026學習詞表 07-07「魚」
fish,yam,among,,2026學習詞表 07-07「魚」
fish,sak,buting,,2026學習詞表 07-07「魚」
fish,pan,*Sikan,,ACD PAN 19072-83e4a96aed96436c621b9809e258b309-1「fish」
fish,pmp,*hikan,,ACD PMP 19081-83e4a96aed96436c621b9809e258b309-1「fish」
bird,ami_nt,ayam,,2026學習詞表 07-06「鳥」
bird,ami_hk,ʼayam,,2026學習詞表 07-06「鳥」
bird,ami_ha,ʼayam,,2026學習詞表 07-06「鳥」
bird,ami_ml,ʼayam,,2026學習詞表 07-06「鳥」
bird,ami_hc,ʼayam,,2026學習詞表 07-06「鳥」
bird,ata_sq,qbhniq,,2026學習詞表 07-06「鳥」：qhniq
bird,ata_su,kbhni / kabahni,,2026學習詞表 07-06「鳥」：kabahani/pzic（統稱）(新生部落)
bird,ata_ml,kabahneq,,2026學習詞表 07-06「鳥」
bird,ata_pl,kabahniʼ,,2026學習詞表 07-06「鳥」
bird,ata_sk,qbhniq,,2026學習詞表 07-06「鳥」
bird,ata_kl,piyit/ pzit,,2026學習詞表 07-06「鳥」：pzit(眉原)
bird,say,kabkabaehae:,,2026學習詞表 07-06「鳥」
bird,tha,rumfaz,,2026學習詞表 07-06「鳥」
bird,sed_to,qduda,,2026學習詞表 07-06「鳥」：qbhni/qbni鳥
bird,sed_tg,qbheni,,2026學習詞表 07-06「鳥」
bird,sed_tr,qduda,,2026學習詞表 07-06「鳥」：qbhni
bird,bun_td,luqaiʼ,,2026學習詞表 07-06「鳥」
bird,bun_bh,loqeʼ,,2026學習詞表 07-06「鳥」
bird,bun_vt,luqei,,2026學習詞表 07-06「鳥」
bird,bun_bn,qazam,,2026學習詞表 07-06「鳥」：qazam(統稱)
bird,bun_ib,hazam,,2026學習詞表 07-06「鳥」
bird,pai_es,qayaqayam,,2026學習詞表 07-06「鳥」
bird,pai_nt,’aya’ayam,,2026學習詞表 07-06「鳥」：qayaqayam
bird,pai_ct,qayaqayam,,2026學習詞表 07-06「鳥」
bird,pai_st,qayaqayam,,2026學習詞表 07-06「鳥」
bird,ruk_es,azazame,,2026學習詞表 07-06「鳥」
bird,ruk_bd,adhaadhame,,2026學習詞表 07-06「鳥」
bird,ruk_tw,adhadhame,,2026學習詞表 07-06「鳥」
bird,ruk_tn,alralrame,,2026學習詞表 07-06「鳥」
bird,ruk_mg,raramɨ,,2026學習詞表 07-06「鳥」
bird,ruk_mn,aalrame,,2026學習詞表 07-06「鳥」
bird,puy_py,ayam / ayaayam,,2026學習詞表 07-06「鳥」；2026學習詞表 07-57「鳥類」
bird,puy_tp,ʼayam,,2026學習詞表 07-06「鳥」；2026學習詞表 07-57「鳥類」
bird,puy_ws,ʼayam,,2026學習詞表 07-06「鳥」；2026學習詞表 07-57「鳥類」
bird,puy_ks,ʼayam,,2026學習詞表 07-06「鳥」；2026學習詞表 07-57「鳥類」
bird,trv,qbhni,,2026學習詞表 07-06「鳥」
bird,kav,adam,,2026學習詞表 07-06「鳥」
bird,tso,zomʉ,,2026學習詞表 07-06「鳥」
bird,knv,tapinange,,2026學習詞表 07-06「鳥」
bird,hla,ahlamʉ,,2026學習詞表 07-06「鳥」
bird,yam,meyyasasalap,,2026學習詞表 07-06「鳥」
bird,sak,ayam,,2026學習詞表 07-06「鳥」
bird,pan,*qayam₁,,ACD PAN 19072-abaecf8ca3f98dc13eeecbac263cd3ed-1「bird」
bird,pmp,*manu(k)-manuk,,ACD PMP 19081-abaecf8ca3f98dc13eeecbac263cd3ed-1「bird」
dog,ami_nt,wacu,,2026學習詞表 07-03「狗」
dog,ami_hk,waco^,,2026學習詞表 07-03「狗」
dog,ami_ha,waco,,2026學習詞表 07-03「狗」
dog,ami_ml,waco,,2026學習詞表 07-03「狗」
dog,ami_hc,waco,,2026學習詞表 07-03「狗」
dog,ata_sq,huzil,,2026學習詞表 07-03「狗」：hozil
dog,ata_su,huzin,,2026學習詞表 07-03「狗」
dog,ata_ml,xuwil,,2026學習詞表 07-03「狗」
dog,ata_pl,huṟil,,2026學習詞表 07-03「狗」
dog,ata_sk,hoyil,,2026學習詞表 07-03「狗」
dog,ata_kl,hoyin/ huzin,,2026學習詞表 07-03「狗」：huzin(眉原)
dog,say,ʼaehoeʼ,,2026學習詞表 07-03「狗」
dog,tha,atu,,2026學習詞表 07-03「狗」
dog,sed_to,huling,,2026學習詞表 07-03「狗」
dog,sed_tg,huling,,2026學習詞表 07-03「狗」
dog,sed_tr,huling,,2026學習詞表 07-03「狗」
dog,bun_td,acuʼ,,2026學習詞表 07-03「狗」
dog,bun_bh,acuʼ,,2026學習詞表 07-03「狗」
